SourceID,RCRAName,FacLat,FacLong,RCRAUniverse,FacPercentMinority,RCRACurrSNC,RCRACurrComplStatus,RCRAQtrsInSNC,RCRAQtrsInNC
CAR000198382,WESTERN AVENUE ELEMENTARY SCHOOL,33.99412,-118.30874,LQG,96.791,No,No Violation,0,0
CAR000198390,WESTMINISTER AVENUE ELEMENTARY SCHOOL,33.99214,-118.4722,LQG,36.246,No,No Violation,0,0
CAR000198408,WESTPORT HEIGHTS ELEMENTARY SCHOOL,33.96632,-118.3888,LQG,74.416,No,No Violation,0,0
CAR000198416,WESTWOOD ELEMENTARY SCHOOL,34.04757,-118.43088,LQG,40.88,No,No Violation,0,0
CAR000198424,WHITE POINT ELEMENTARY SCHOOL,33.71574,-118.30721,LQG,59.167,No,No Violation,0,0
CAR000198432,WHITMAN CONTINUATION HIGH SCHOOL,34.080181,-118.359336,LQG,46.003,No,No Violation,0,0
CAR000198440,WILBUR AVENUE ELEMENTARY SCHOOL,34.16528,-118.54414,LQG,44.035,No,No Violation,0,0
CAR000198457,WILSHIRE CREST ELEMENTARY SCHOOL,34.05725,-118.34418,LQG,70.488,No,No Violation,0,0
CAR000198465,WINNETKA AVENUE ELEMENTARY SCHOOL,34.21909,-118.57104,LQG,68.223,No,No Violation,0,0
CAR000198473,WONDERLAND AVENUE ELEMENTARY SCHOOL,34.11446,-118.38025,LQG,24.693,No,No Violation,0,0
CAR000198481,WOODCREST ELEMENTARY SCHOOL,33.93729,-118.29496,LQG,98.571,No,No Violation,0,0
CAR000198499,WOODLAKE AVENUE ELEMENTARY SCHOOL,34.17553,-118.63352,LQG,39.668,No,No Violation,0,0
CAR000198507,WOODLAND HILLS ELEMENTARY SCHOOL,34.15876,-118.6102,LQG,35.676,No,No Violation,0,0
CAR000198515,YOUNG CONTINUATION HIGH SCHOOL,33.994985,-118.326412,LQG,97.335,No,No Violation,0,0
CAR000198523,YOUTH OPPORTUNITIES HIGH SCHOOL,33.96004,-118.289736,LQG,99.156,No,No Violation,0,0
CAR000198903,GARFIELD EDUCATION AND CAREER CENTER,34.03965,-118.17313,LQG,97.095,No,No Violation,0,0
CAR000198911,LOCAL DISTRICT NO 7,33.939861,-118.309032,LQG,97.933,No,No Violation,0,0
CAR000198929,KING DREW MEDICAL MAG,33.92415,-118.24564,LQG,98.825,No,No Violation,0,0
CAR000199109,HONEYWELL PUBLIC STORAGE,34.209335,-118.402893,LQG,,No,No Violation,0,0
CAR000199117,HONEYWELL NORTH HOLLYWOOD HD PARCEL,34.20119,-118.38447,LQG,66.662,No,No Violation,0,0
CAR000199273,SOUTH REGION  ELEMENTARY SCHOOL NO 11,33.97724,-118.29026,LQG,98.848,No,No Violation,0,0
CAR000199380,BRISTOL BUILDERS INC,34.37632,-118.57223,"LQG, Transporter",43.634,No,No Violation,0,0
CAR000199620,PRIMARY ACADEMY,34.235009,-118.455289,LQG,84.091,No,No Violation,0,0
CAR000199927,"LOWRY'S, INC",34.23739,-118.41307,LQG,88.108,No,No Violation,0,0
CAR000200006,EXXONMOBIL CORP 13-408,34.18297,-118.170188,LQG,66.644,No,No Violation,0,0
CAR000200055,REAGENT CHEMICAL AND RESEARCH INC UNIVAR FACILITY,33.9925,-118.133056,LQG,94.106,No,No Violation,0,0
CAR000200303,WALNUT PARK MIDDLE SCHOOL,33.971486,-118.231429,LQG,98.467,No,No Violation,0,0
CAR000200311,VALLEY REGION SPAN K8 NO 1,34.319,-118.44994,LQG,88.926,No,No Violation,0,0
CAR000200352,WATERS EEC,33.933157,-118.227382,LQG,98.589,No,No Violation,0,0
CAR000200683,EXXONMOBIL OIL CORP 11473,34.156897,-118.600803,LQG,,No,No Violation,0,0
CAR000200907,CALIFORNIA WATER SERVICE COMPANY -SR STA 26,33.830544,-118.38346,LQG,,No,No Violation,0,0
CAR000200980,MAINTENANCE MATERIALS BRANCH,34.027139,-118.244258,LQG,93.127,No,No Violation,0,0
CAR000201152,RITE AID DISTRIBUTION CTR NO 88,34.76007,-118.46654,LQG,20.874,No,No Violation,0,0
CAR000201236,VALLEY REGION ELEMENTARY SCHOOL NO 13,34.218818,-118.453575,LQG,81.206,No,No Violation,0,0
CAR000201301,FORMER DRILUBE FACILITY,34.152815,-118.264953,LQG,,No,No Violation,0,0
CAR000201327,CALIFORNIA STATE UNIVERSITY LONG BEACH,33.783345,-118.150569,LQG,,No,No Violation,0,0
CAR000201434,ITD RADIO,34.068431,-118.195321,LQG,94.019,No,No Violation,0,0
CAR000201533,BELL EDUCATION AND CAREER CENTER,33.98937,-118.16392,LQG,96.54,No,No Violation,0,0
CAR000201673,CHEVRON 306285,34.031287,-118.010027,LQG,94.222,No,No Violation,0,0
CAR000201913,LOCAL DISTRICT 10 OFFICES,34.04089,-118.27771,LQG,92.1,No,No Violation,0,0
CAR000202028,EPMAR CORP. (DIAMOND LINERS),33.95321,-118.05648,LQG,84.508,No,No Violation,0,0
CAR000202226,EXXONMOBIL OIL CORP 17862,34.42376,-118.422852,LQG,55.259,No,No Violation,0,0
CAR000202234,BRADLEY ENV HUMAN MAGNET,34.01602,-118.32242,LQG,95.037,No,No Violation,0,0
CAR000202382,LANE ELEMENTARY SCHOOL,34.05161,-118.14818,LQG,,No,No Violation,0,0
CAR000202531,SALONCENTRIC,34.43948,-118.62704,LQG,60.529,No,No Violation,0,0
CAR000202960,STERLING PATHOLOGY NATIONAL LABS,33.81166,-118.15905,LQG,71.517,No,No Violation,0,0
CAR000203034,EXXONMOBIL OIL CORP 12127,34.03257,-118.12994,LQG,95.152,No,No Violation,0,0
CAR000203133,SCE WALNUT SUBSTATION,34.006716,-117.949333,LQG,90.945,No,No Violation,0,0
CAR000203166,SCE PARDEE SUBSTATION,34.441815,-118.578832,LQG,44.292,No,No Violation,0,0
CAR000203182,SCE MESA SUBSTATION,34.036879,-118.114018,LQG,94.828,No,No Violation,0,0
CAR000203208,SCE LA FRESA SUBSTATION,33.86997,-118.33516,LQG,73.737,No,No Violation,0,0
CAR000203216,SCE LA CIENEGA SUBSTATION,33.99765,-118.36943,LQG,82.003,No,No Violation,0,0
CAR000203224,DEL AMO SUBSTATION,33.847351,-118.098804,LQG,65.126,No,No Violation,0,0
CAR000203232,SCE CENTER SUBSTATION,33.92616,-118.10625,LQG,84.768,No,No Violation,0,0
CAR000203331,SHELL OIL PRODUCTS US DOMINGUEZ DRILL SITE NO 5,33.83921,-118.23044,LQG,88.991,No,No Violation,0,0
CAR000203463,EXXONMOBILE OIL CORP 794770,34.01154,-118.419469,LQG,50.144,No,No Violation,0,0
CAR000203646,RPI COATING INC,34.30952,-118.50221,LQG,66.671,No,No Violation,0,0
CAR000203893,ESCALANTE ELEMENTARY,33.96806,-118.18858,LQG,96.854,No,No Violation,0,0
CAR000204024,CENTRAL REGION ELEMENTARY SCHOOL NO 22,33.968503,-118.425622,LQG,45.918,No,No Violation,0,0
CAR000204552,COSTCO WHOLESALE # 1071,34.272525,-118.427775,LQG,92.186,No,No Violation,0,0
CAR000204644,EXXONMOBIL OIL CORP 10604,34.019774,-117.80899,LQG,78.641,No,No Violation,0,0
CAR000204701,EXXONMOBIL OIL CORP 10686,34.15457,-118.82723,LQG,25.56,No,No Violation,0,0
CAR000204743,SAINT LAWRENCE OF BIRNDIS ELEMENTARY SCHOOL,33.94456,-118.24621,LQG,98.784,No,No Violation,0,0
CAR000204818,EXXONMOBIL OIL CORP 11116,33.997489,-117.88827,LQG,90.681,No,No Violation,0,0
CAR000205419,CALTRANS MULHOLLAND YARD WEST,34.126205,-118.477552,LQG,22.795,No,No Violation,0,0
CAR000205997,"ARCADIA, INC.",34.01445,-118.20909,LQG,97.702,No,Noncompliance,0,10
CAR000206078,KAST PROPERTY,33.777012,-118.260988,LQG,,No,No Violation,0,0
CAR000207290,"A&S FINISHING, LLC",34.24632,-118.58114,LQG,63.146,No,No Violation,0,0
CAR000207654,PRL ALUMINUM,34.027113,-117.977713,LQG,91.799,No,Noncompliance,0,12
CAR000208124,ADJ FISHING INC,34.212887,-118.479291,LQG,78.234,No,No Violation,0,0
CAR000209148,GRANITIZE PRODUCTS INC.,33.92756,-118.16701,LQG,93.009,No,No Violation,0,0
CAR000209262,BOEING REAL PEOPERTY MANAGEMENT TORRANCE,33.8541,-118.30142,LQG,81.374,No,No Violation,0,0
CAR000209270,BOEING REAL PROPERTY MANAGEMENT,33.829065,-118.117193,LQG,,No,No Violation,0,0
CAR000210021,RITE AID NO 5514,33.76437,-118.31115,LQG,66.524,No,No Violation,0,0
CAR000210039,RITE AID #5516,33.779948,-118.26314,LQG,86.454,No,No Violation,0,0
CAR000210047,RITE AID NO 5518,33.77444,-118.19237,LQG,79.255,No,No Violation,0,0
CAR000210062,RITE AID NO 5520,33.7826,-118.15329,LQG,67.099,No,No Violation,0,0
CAR000210070,RITE AID NO5524,33.79607,-118.123468,LQG,47.354,No,No Violation,0,0
CAR000210088,RITE AID NO 5523,33.81042,-118.10641,LQG,46.538,No,No Violation,0,0
CAR000210096,RITE AID NO 5525,33.791516,-118.13904,LQG,59.836,No,No Violation,0,0
CAR000210112,RITE AID #5495,33.973506,-118.07443,LQG,87.738,No,No Violation,0,0
CAR000210179,RITE AID NO 5505,33.91912,-118.07267,LQG,86.226,No,No Violation,0,0
CAR000210187,RITE AID NO 5508,33.88878,-118.12532,LQG,82.281,No,No Violation,0,0
CAR000210203,RITE AID NO 5557,34.37976,-118.54212,LQG,46.51,No,No Violation,0,0
CAR000210211,RITE AID NO 5546,34.16345,-118.52185,LQG,42.039,No,No Violation,0,0
CAR000210229,RITE AID NO 5548,34.24276,-118.53497,LQG,60.704,No,No Violation,0,0
CAR000210237,RITE AID NO 5549,34.27441,-118.410711,LQG,92.637,No,No Violation,0,0
CAR000210252,RITE AID NO 5554,34.258446,-118.46746,LQG,83.939,No,No Violation,0,0
CAR000210260,RITE AID #5492,33.831554,-118.298058,LQG,79.591,No,No Violation,0,0
CAR000210286,RITE AID NO 5466,33.944204,-118.140712,LQG,89.016,No,No Violation,0,0
CAR000210294,RITE AID NO 5471,33.89234,-118.296547,LQG,91.092,No,No Violation,0,0
CAR000210310,RITE AID # 5475,33.98196,-118.2252,LQG,98.479,No,No Violation,0,0
CAR000210328,RITE AID NO 5445,34.00494,-118.28273,LQG,96.758,No,No Violation,0,0
CAR000210336,RITE AID #5476,33.927841,-118.210846,LQG,98.078,No,No Violation,0,0
CAR000210344,RITE AID #5479,33.98727,-118.186854,LQG,97.784,No,No Violation,0,0
CAR000210369,RITE AID #5450,34.11468,-118.18218,LQG,76.9,No,No Violation,0,0
CAR000210377,RITE AID NO 5454,34.057911,-118.27122,LQG,87.824,No,No Violation,0,0
CAR000210393,RITE AID NO 5455,33.926726,-118.23908,LQG,98.775,No,No Violation,0,0
CAR000210401,RITE AID 5459,33.96931,-118.16465,LQG,94.008,No,No Violation,0,0
CAR000210443,RITE AID #5426,34.041068,-118.291575,LQG,92.007,No,No Violation,0,0
CAR000210450,RITE AID # 5432,34.019182,-118.151536,LQG,96.364,No,No Violation,0,0
CAR000210468,RITE AID NO 5434,34.08099,-118.26021,LQG,83.227,No,No Violation,0,0
CAR000210484,RITE AID NO 5438,34.09801,-118.322754,LQG,59.258,No,No Violation,0,0
CAR000210492,RITE AID NO 5441,34.031164,-118.401211,LQG,52.021,No,No Violation,0,0
CAR000210922,BOB HOPE PATRIOTIC HALL,34.03537,-118.27144,LQG,92.896,No,No Violation,0,0
CAR000211110,FORMER THIEM FACILITY MOMIN LODGE,33.872815,-118.312115,LQG,82.576,No,No Violation,0,0
CAR000211136,RITE AID NO 5526,34.190078,-118.133214,LQG,66.731,No,No Violation,0,0
CAR000211144,RITE AID #5527,34.10751,-118.0329,LQG,83.344,No,No Violation,0,0
CAR000211151,RITE AID NO 5528,34.13969,-117.97655,LQG,70.643,No,No Violation,0,0
CAR000211169,RITE AID NO 5530,34.14031,-118.00603,LQG,68.528,No,No Violation,0,0
CAR000211177,RITE AID NO 5532,34.259767,-118.326473,LQG,40.632,No,No Violation,0,0
CAR000211201,RITE AID NO 5541,34.21915,-118.606,LQG,61.75,No,No Violation,0,0
CAR000211219,RITE AID NO 5542,34.20113,-118.57261,LQG,64.659,No,No Violation,0,0
CAR000211227,RITE AID NO 5510,33.856908,-118.117064,LQG,69.966,No,No Violation,0,0
CAR000211243,RITE AID NO 5480,33.775225,-118.375606,LQG,40.515,No,No Violation,0,0
CAR000211250,RITE AID NO 5481,33.84718,-118.38801,LQG,39.93,No,No Violation,0,0
CAR000211276,RITE AID NO 5482,33.87155,-118.38219,LQG,47.305,No,No Violation,0,0
CAR000211284,RITE AID NO 5484,33.94522,-118.19739,LQG,96.984,No,No Violation,0,0
CAR000211292,RITE AID NO 5486,33.93196,-118.32642,LQG,94.719,No,No Violation,0,0
CAR000211334,RITE AID NO 5451,33.989012,-118.328853,LQG,97.512,No,No Violation,0,0
CAR000211359,PARAMOUNT PICTURES CORP,33.98122,-118.40905,LQG,54.844,No,No Violation,0,0
CAR000211961,BEYOND THE BELL WAREHOUSE,34.033406,-118.255133,LQG,93.058,No,No Violation,0,0
CAR000211987,RITE AID # 5563,34.222874,-118.44875,LQG,82.756,No,No Violation,0,0
CAR000211995,RITE AID NO 5567,34.20243,-118.43126,LQG,74.77,No,No Violation,0,0
CAR000212027,RITE AID NO 5571,34.16733,-118.34675,LQG,49.777,No,No Violation,0,0
CAR000212035,RITE AID NO 5574,34.18668,-118.37885,LQG,59.596,No,No Violation,0,0
CAR000212043,RITE AID NO 5576,34.11425,-117.90668,LQG,74.861,No,No Violation,0,0
CAR000212068,RITE AID #5591,33.987536,-117.889388,LQG,90.202,No,No Violation,0,0
CAR000212084,RITE AID NO 5595,34.116597,-117.775161,LQG,51.903,No,No Violation,0,0
CAR000212092,RITE AID # 5597,34.0386,-118.1447,LQG,95.688,No,No Violation,0,0
CAR000212100,RITE AID NO 5603,33.9745,-117.83743,LQG,82.888,No,No Violation,0,0
CAR000212118,RITE AID # 5606,34.08078,-118.0749,LQG,90.622,No,No Violation,0,0
CAR000212126,RITE AID NO 5608,34.098537,-117.81468,LQG,,No,No Violation,0,0
CAR000212134,RITE AID #5609,34.10614,-118.06483,LQG,83.313,No,No Violation,0,0
CAR000212142,RITE AID #5611,34.07906,-118.1137,LQG,90.016,No,No Violation,0,0
CAR000212159,RITE AID 5612,34.09572,-118.12576,LQG,84.325,No,No Violation,0,0
CAR000212514,RITE AID 6235,33.82575,-118.35376,LQG,51.72,No,No Violation,0,0
CAR000212548,RITE AID # 6255,34.14592,-118.12919,LQG,60.504,No,No Violation,0,0
CAR000212563,RITE AID # 6267,33.98226,-118.03857,LQG,83.132,No,No Violation,0,0
CAR000212571,RITE AID NO 6268,34.22849,-118.50107,LQG,73.847,No,No Violation,0,0
CAR000212589,RITE AID NO 6288,34.055075,-118.322769,LQG,84.072,No,No Violation,0,0
CAR000212621,RITE AID NO 6300,34.151059,-118.025943,LQG,65.371,No,No Violation,0,0
CAR000212654,RITE AID NO 6313,33.89467,-118.2079,LQG,96.888,No,No Violation,0,1
CAR000212662,RITE AID NO 6327,34.15379,-118.64455,LQG,26.635,No,No Violation,0,0
CAR000212670,RITE AID #6333,33.91729,-117.99385,LQG,69.056,No,No Violation,0,0
CAR000212688,RITE AID NO 6338,34.03389,-117.74934,LQG,84.394,No,No Violation,0,0
CAR000212720,RITE AID #6371,33.80434,-118.1885,LQG,80.349,No,No Violation,0,0
CAR000212787,RITE AID NO 6396,34.552688,-118.096575,LQG,,No,No Violation,0,0
CAR000212795,RITE AID NO 6400,34.60229,-118.18601,LQG,54.854,No,No Violation,0,0
CAR000212811,RITE AID NO 6413,33.78974,-118.29807,LQG,77.318,No,No Violation,0,0
CAR000212894,RITE AID NO 6491,34.09797,-118.33745,LQG,52.044,No,No Violation,0,0
CAR000212910,RITE AID 6495,33.999,-118.07831,LQG,90.236,No,No Violation,0,0
CAR000214130,"ANODIZING INDUSTRIES, INC.",34.07386,-118.17161,LQG,92.361,No,No Violation,0,0
CAR000214189,FORMER PETROLANE LOMITA GAS PLANT,33.80967,-118.17632,LQG,79.087,No,No Violation,0,0
CAR000214254,SIEMENS HEALTHCARE DIAGNOSTICS INC,33.94944,-118.38255,LQG,78.828,No,No Violation,0,0
CAR000215285,CARDINAL HEALTH,34.43578,-118.56783,LQG,41.748,No,No Violation,0,0
CAR000215517,358471- LOS ANGELES REFINERY WILMINGTON,33.774469,-118.290696,LQG,75.436,No,No Violation,0,0
CAR000215566,RITE AID NO 5844,34.57191,-118.04501,LQG,82.268,No,No Violation,0,0
CAR000215616,LOIS M FISHER TRUST FISHER PROPERTY,34.06354,-118.30598,LQG,82.655,No,No Violation,0,0
CAR000216044,WEBER METALS INC.,33.88268,-118.16874,LQG,88.614,No,Noncompliance,1,12
CAR000216127,KOMPUTERS 4 R KIDS INC,33.866965,-118.049551,LQG,,No,No Violation,0,0
CAR000216507,KCET TRANSMITTER BUILDING,34.318453,-117.996263,LQG,,No,No Violation,0,0
CAR000216663,DEL AMO WASTE PITS,33.847392,-118.290433,LQG,83.938,No,No Violation,0,0
CAR000216713,SOUTH REGION HIGH SCHOOL #8,33.98832,-118.187993,LQG,,No,No Violation,0,0
CAR000216762,"LOBOSTAR, INC",33.89927,-118.27684,LQG,95.831,No,No Violation,0,0
CAR000217034,SOUTHERN CALIFORNIA GAS COMPANY,34.376051,-118.525496,LQG,47.957,No,No Violation,0,0
CAR000217125,SONIC INDUSTRIES,33.84908,-118.29924,LQG,81.429,No,No Violation,0,0
CAR000217174,SANTA SUSANA FIELD LABORATORY AREA IV RADIALOGICAL INVESTIGATION,34.23443,-118.64262,LQG,48.308,No,No Violation,0,0
CAR000217257,AMBASSADOR SCHOOL OF GLOBAL LEADERSHIP,34.05976,-118.29541,LQG,85.274,No,No Violation,0,0
CAR000217588,TARGET STORE T1332,34.14621,-118.0868,LQG,59.221,No,No Violation,0,0
CAR000217604,TARGET STORE T1340,33.92617,-118.106597,LQG,84.792,No,No Violation,0,0
CAR000217612,TARGET STORE T1362,34.19201,-118.32924,LQG,52.06,No,No Violation,0,0
CAR000217729,TARGET STORE T1980,33.86865,-118.35631,LQG,57.473,No,No Violation,0,0
CAR000217752,TARGET STORE T2020,34.23455,-118.50253,LQG,72.211,No,No Violation,0,0
CAR000217760,TARGET STORE T2026,33.84403,-118.26342,LQG,90.21,No,No Violation,0,0
CAR000218016,TARGET STORE T1884,34.0907,-118.34408,LQG,51.073,No,No Violation,0,0
CAR000218065,TARGET STORE T2143,34.19254,-118.60591,LQG,55.203,No,No Violation,0,0
CAR000218099,TARGET STORE T2147,34.03407,-117.91324,LQG,90.169,No,No Violation,0,0
CAR000218222,QUALLION,34.455066,-118.581103,LQG,45.643,No,No Violation,0,0
CAR000218347,TARGET STORE T2280,33.923718,-118.32287,LQG,93.9,No,No Violation,0,0
CAR000218370,TARGET STORE T2307,34.144699,-118.2597,LQG,48.404,No,No Violation,0,0
CAR000218453,CALTRANS-GLENDALE,34.18554,-118.21558,LQG,37.731,No,No Violation,0,0
CAR000218578,TARGET STORE T2632,33.98536,-118.395718,LQG,64.692,No,No Violation,0,0
CAR000218602,TARGET STORE T0299,34.23142,-118.56229,LQG,67.787,No,No Violation,0,0
CAR000218693,TARGET STORE T2350,34.573502,-118.045008,LQG,82.289,No,No Violation,0,0
CAR000218990,SOUTHERN CALIFORNIA GAS COMPANY - CRENSHAW METERING STATION,33.94183,-118.325611,LQG,96.827,No,No Violation,0,0
CAR000219196,TARGET STORE T0767,34.098537,-117.81468,LQG,,No,No Violation,0,0
CAR000219220,TARGET STORE T0883,34.14589,-118.13486,LQG,60.405,No,No Violation,0,0
CAR000219428,EXXONMOBIL OIL CORP 10959,33.89208,-118.29169,LQG,91.895,No,No Violation,0,0
CAR000219444,CENTRAL REGION ELEMENTARY SCHOOL #20,34.074905,-118.287749,LQG,81.396,No,No Violation,0,0
CAR000219584,TARGET STORE T1307,34.174402,-118.466151,LQG,55.485,No,No Violation,0,0
CAR000219600,TARGET STORE T1329,33.945473,-118.332342,LQG,96.279,No,No Violation,0,0
CAR000219642,TARGET STORE T0183,34.24673,-118.41938,LQG,90.161,No,No Violation,0,0
CAR000219659,TARGET STORE T0184,34.09174,-118.14634,LQG,85.278,No,No Violation,0,0
CAR000219667,TARGET STORE T0190,33.94921,-118.16548,LQG,93.425,No,No Violation,0,0
CAR000219709,TARGET STORE T0198,34.000913,-118.395015,LQG,64.36,No,No Violation,0,0
CAR000219774,TARGET STORE T0228,34.190481,-118.623399,LQG,50.797,No,No Violation,0,0
CAR000219907,TARGET STORE T0290,33.88632,-118.31592,LQG,85.686,No,No Violation,0,0
CAR000219964,MORRELLS ELECTRO PLATING INC,33.91285,-118.22004,LQG,98.366,No,No Violation,0,0
CAR000220087,UTAH ELEMENTARY SCHOOL,34.04903,-118.22395,LQG,93.101,No,No Violation,0,0
CAR000220376,NWPMG00241 CAL SPRAY/RIPPY PROPERTY,33.97007,-118.04543,LQG,83.702,No,No Violation,0,0
CAR000220541,"NORMAN, FOX & CO.",33.99229,-118.21287,LQG,98.247,No,No Violation,0,0
CAR000220681,TARGET STORE T0189,34.01794,-118.15034,LQG,96.278,No,No Violation,0,0
CAR000220830,AMBSDR GLOBAL EDUC,34.05774,-118.29762,LQG,85.885,No,No Violation,0,0
CAR000220848,MENDEZ LC MATH SCI,34.04882,-118.22673,LQG,93.108,No,No Violation,0,0
CAR000220947,MAX OPTICAL DISC INC,34.419403,-118.561968,LQG,41.319,No,No Violation,0,0
CAR000221192,ARROYO SECO MUSEUM SCIENCE MAGNET,34.10218,-118.2036,LQG,83.376,No,No Violation,0,0
CAR000221259,CENTRAL REGION EEC NO 2,34.028543,-118.152664,LQG,96.234,No,No Violation,0,0
CAR000221408,CALIFORNIA WATER SERVICE COMPANY,33.859948,-118.234963,LQG,94.432,No,No Violation,0,0
CAR000221457,RTE 5 N AND S PM 18.4 TO 29.0 CITY OF LOS ANGELES,34.06609,-118.06823,LQG,93.335,No,No Violation,0,0
CAR000221564,CALIFORNIA WATER SVC CO HAW RES 3 AND 4,33.91793,-118.35913,LQG,83.542,No,No Violation,0,0
CAR000221598,CALIFORNIA WATER SERVICE COMPANY,33.918114,-118.356967,LQG,84.878,No,No Violation,0,0
CAR000221655,FORMER UNOCAL 351693,34.05407,-118.40192,LQG,43.635,No,No Violation,0,0
CAR000222588,CHEVRON 1001034,33.743503,-118.28217,LQG,,No,No Violation,0,0
CAR000223099,DIANE EDITH WATSON CAREER TRAINING CENTER,34.01612,-118.33533,LQG,94.213,No,No Violation,0,0
CAR000223115,FORMER ACTIVE RV,33.83165,-118.25249,LQG,90.592,No,No Violation,0,0
CAR000223602,CALIFORNIA WATER SERVICE COMPANY,33.83121,-118.22605,LQG,87.311,No,No Violation,0,0
CAR000223727,CALIFORNIA WASTE SVC CO DOM 275,33.800305,-118.275307,LQG,83.984,No,No Violation,0,0
CAR000223818,FORMER UNOCAL 351688,34.072445,-118.24688,LQG,86.925,No,No Violation,0,0
CAR000223966,CALFORNIA WATER SERVICE CO DOM OPS CENTER,33.81214,-118.33341,LQG,62.215,No,No Violation,0,0
CAR000224287,GB REMANUFACTURING INC,33.85766,-118.16544,LQG,79.586,No,No Violation,0,0
CAR000224295,LABORATORY CORPORATION OF AMERICA,34.14062,-117.992,LQG,69.136,No,No Violation,0,0
CAR000224303,FORMER RESIDENCE TO BECOME VACANT LOT,33.97273,-118.29353,LQG,99.044,No,No Violation,0,0
CAR000224311,FORMER RESIDENCE TO BECOME VACANT LOT,34.01554,-118.3116,LQG,95.877,No,No Violation,0,0
CAR000224329,FORMER RESIDENCE TO BECOME VACANT LOT,33.95469,-118.26328,LQG,99.022,No,No Violation,0,0
CAR000224337,FORMER RESIDENCE TO BECOME VACANT LOT,33.994,-118.31815,LQG,97.269,No,No Violation,0,0
CAR000224345,FORMER RESIDENCE TO BECOME VACANT LOT,33.95736,-118.28378,LQG,99.165,No,No Violation,0,0
CAR000224352,FORMER RESIDENCE TO BECOME VACANT LOT,33.99865,-118.26351,LQG,97.114,No,No Violation,0,0
CAR000224360,FORMER RESIDENCE TO BECOME VACANT LOT,33.97272,-118.29635,LQG,99.016,No,No Violation,0,0
CAR000224378,FORMER RESIDENCE TO BECOME VACANT LOT,34.00792,-118.2487,LQG,94.771,No,No Violation,0,0
CAR000224386,FORMER RESIDENCE TO BECOME VACANT LOT,33.99866,-118.26088,LQG,97.036,No,No Violation,0,0
CAR000224394,FORMER RESIDENCE TO BECOME VACANT LOT,33.96783,-118.28456,LQG,99.162,No,No Violation,0,0
CAR000224402,FORMER RESIDENCE TO BECOME VACANT LOT,33.99467,-118.27764,LQG,97.342,No,No Violation,0,0
CAR000224410,FORMER RESIDENCE TO BECOME VACANT LOT,33.99595,-118.305,LQG,96.76,No,No Violation,0,0
CAR000225318,SOUTHERN CALIFORNIA GAS COMPANY L 3003 RECEIVER ENCINO,34.162949,-118.515182,LQG,,No,No Violation,0,0
CAR000225573,FORMER BEAUTY HEALTH AND SCIENCE INNOVATIONS,33.97286,-118.11109,LQG,90.395,No,No Violation,0,0
CAR000225581,HILDA MATOS,34.17808,-118.1417,LQG,63.703,No,No Violation,0,0
CAR000225649,METROPOLITAN SKILLS CENTER,34.06342,-118.28358,LQG,84.809,No,No Violation,0,0
CAR000225821,EXXONMOBIL OIL CORP 11979,34.14545,-118.78097,LQG,20.094,No,No Violation,0,0
CAR000226480,LG NANOH2O HAWTHORNE FACILITY,33.91643,-118.332581,LQG,91.129,No,No Violation,0,0
CAR000226738,VONS STORE NO 2027,33.941168,-117.994098,LQG,67.807,No,No Violation,0,0
CAR000227082,OUR COMMUNITY CHARTER,34.252626,-118.563389,LQG,58.873,No,No Violation,0,0
CAR000227108,VONS STORE NO 2224,34.13634,-118.13311,LQG,64.097,No,No Violation,0,0
CAR000227116,VONS STORE NO 2288,34.204713,-118.221727,LQG,36.927,No,No Violation,0,0
CAR000227397,OMEGA CHEMICAL SITE,33.96972,-118.04222,LQG,82.62,No,No Violation,0,0
CAR000228064,UNION BATTERIES AND AUTO ELECTRIC INC,33.97674,-118.26142,LQG,99.098,No,No Violation,0,0
CAR000228163,CVS PHARMACY #9636,34.380473,-118.541027,LQG,46.552,No,No Violation,0,0
CAR000228171,CVS PHARMACY #9642,34.2253,-118.53608,LQG,64.028,No,No Violation,0,0
CAR000228197,JESSE'S PLATING,34.256442,-118.399141,LQG,89.905,Yes,Significant Violation,6,6
CAR000228205,CVS PHARMACY #9572,33.85151,-118.14346,LQG,71.19,No,No Violation,0,0
CAR000228254,CVS PHARMACY #9627,34.16856,-118.60766,LQG,44.043,No,No Violation,0,0
CAR000228270,CVS PHARMACY #9568,33.83757,-118.36299,LQG,46.753,No,No Violation,0,0
CAR000228395,CVS PHARMACY #9645,34.06265,-118.08972,LQG,93.763,No,No Violation,0,0
CAR000228437,CVS PHARMACY #9655,34.25592,-118.50235,LQG,65.265,No,No Violation,0,0
CAR000228460,CVS PHARMACY #9160,34.10382,-118.09059,LQG,83.231,No,No Violation,0,0
CAR000228643,CVS PHARMACY #8853,33.94321,-118.245,LQG,98.772,No,No Violation,0,0
CAR000228791,ALLIANCE BEARING AND COMPONENTS LLC,34.21365,-118.45448,LQG,79.462,No,No Violation,0,0
CAR000228908,CVS PHARMACY #8522,34.67861,-118.15681,LQG,63.32,No,No Violation,0,0
CAR000229021,CVS PHARMACY NO 1666,34.76007,-118.46654,LQG,20.874,No,No Violation,0,0
CAR000229179,CVS PHARMACY #8837,33.96518,-118.352,LQG,92.444,No,No Violation,0,0
CAR000229229,CVS PHARMACY #9576,34.05706,-118.44245,LQG,35.942,No,No Violation,0,0
